City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
283,coronel moldes,-33.6227,-64.5971,19.78,95,32,3.47,AR,1704605157
284,pedernales,18.0384,-71.744,24.82,67,1,1.6,DO,1704605158
285,arraial do cabo,-22.9661,-42.0278,23.71,86,55,1.97,BR,1704605159
286,herval,-32.0236,-53.3956,20.4,96,100,2.04,BR,1704605159
287,kalach,50.4258,41.0261,-6.02,92,100,5.51,RU,1704605160
288,peace river,56.2501,-117.286,-17.83,71,100,3.09,CA,1704605161
289,at taj,24.2049,23.2857,13.36,24,10,3.61,LY,1704605137
290,susuman,62.7833,148.1667,-37.03,100,99,0.27,RU,1704605163
291,nemuro,43.3236,145.575,0.52,68,7,5.45,JP,1704605163
292,bambanglipuro,-7.95,110.2833,27.01,73,100,1.14,ID,1704605163
293,kone,-21.0595,164.8658,29.39,63,50,1.1,NC,1704605164
294,lihue,21.9789,-159.3672,22.77,78,0,1.54,US,1704605165
295,istgah-e rah ahan-e garmsar,35.2346,52.3094,7.46,37,0,1.06,IR,1704605165
296,buka,40.8108,69.1986,10.42,47,100,0.83,UZ,1704605165
297,jasper,37.2001,-94.3502,3.33,83,100,3.6,US,1704605165
298,tanout,14.9709,8.8879,16.05,22,9,4.63,NE,1704605165
299,perry,37.2506,-83.1999,7.1,96,100,3.28,US,1704604865
300,belozersk,60.0326,37.7957,-28.9,100,71,1.34,RU,1704605166
301,boyolangu,-8.1181,111.8935,28.31,73,100,1.12,ID,1704605166
302,sarandi del yi,-33.35,-55.6333,20.54,88,59,3.32,UY,1704605167
303,stanley,54.868,-1.6985,1.55,96,75,2.06,GB,1704605167
304,ancud,-41.8697,-73.8203,13.2,80,89,1.42,CL,1704605168
305,palikir - national government center,6.9248,158.1611,30.47,62,20,7.72,FM,1704605168
306,sinabang,2.4803,96.3801,27.72,78,100,3.88,ID,1704605169
307,peterhead,57.5058,-1.7981,3.22,84,12,5.22,GB,1704605169
308,cromwell,41.5951,-72.6454,1.18,94,100,3.6,US,1704605169
309,dangriga,16.9692,-88.2321,24.83,85,2,0.52,BZ,1704605170
310,kolosovka,56.4678,73.611,-24.92,99,52,2.84,RU,1704605170
311,tambacounda,13.7539,-13.7586,22.84,14,0,3.06,SN,1704605170
312,whangarei,-35.7317,174.3239,22.35,67,11,3.48,NZ,1704605072
313,henderson,36.0397,-114.9819,12.77,25,40,13.38,US,1704604980
314,barra de santo antonio,-9.4047,-35.5072,23.6,83,4,3.88,BR,1704605171
315,al qadarif,14.0349,35.3834,20.8,36,4,2.72,SD,1704605172
316,paris,48.8534,2.3488,4.28,83,100,4.63,FR,1704604619
317,qobustan,40.0824,49.412,8.8,77,6,3.29,AZ,1704605172
318,riohacha,11.5444,-72.9072,26.07,80,7,7.14,CO,1704604927
319,nikolayevsk-on-amure,53.1406,140.73,-19.69,82,60,1.62,RU,1704605173
320,wynyard,-41.0,145.7167,18.43,98,100,4.23,AU,1704605174
321,portland,45.5234,-122.6762,5.41,95,100,4.47,US,1704604943
322,bowen,-20.0167,148.2333,29.07,70,93,7.68,AU,1704605175
323,wakkanai,45.4094,141.6739,-3.01,86,75,10.29,JP,1704605007
324,pyin oo lwin,22.0333,96.4667,20.54,44,1,0.6,MM,1704605176
325,atafu village,-8.5421,-172.5159,29.2,69,100,3.8,TK,1704605176
326,kittila,67.6647,24.8936,-17.44,77,0,0.51,FI,1704605177
327,lijiang,26.8688,100.2207,11.1,25,0,2.11,CN,1704605177
328,at taraf,25.3628,49.725,15.3,49,0,4.79,SA,1704605177
329,skare,55.3833,13.05,-7.01,88,46,6.1,SE,1704605177
330,quellon,-43.1167,-73.6167,10.92,84,58,1.46,CL,1704604982
331,tharangambadi,11.0319,79.8528,26.87,81,51,5.18,IN,1704605178
332,alaghsas,17.0187,8.0168,13.94,26,66,2.57,NE,1704605179
333,benghazi,32.1167,20.0667,16.05,57,22,10.08,LY,1704605179
334,namibe,-15.1961,12.1522,21.86,79,100,1.52,AO,1704605179
335,jiwani,25.05,61.7417,22.85,58,0,0.78,PK,1704605180
336,kiunga,-6.1219,141.2906,29.83,78,99,0.38,PG,1704605181
337,polyarnyy,69.1989,33.4478,-5.66,82,93,6.48,RU,1704605182
338,jahazpur,25.6167,75.2833,15.87,41,0,2.42,IN,1704605028
339,codrington,-38.2667,141.9667,19.14,97,100,3.12,AU,1704605183
340,port moresby,-9.4431,147.1797,27.68,78,40,1.54,PG,1704604927
341,bel ombre,-4.6167,55.4167,28.91,74,40,2.06,SC,1704605184
342,luderitz,-26.6481,15.1594,18.6,69,35,5.9,NA,1704605185
343,red hill,33.9996,-79.2581,12.17,35,27,3.29,US,1704605185
344,sao tome,0.3365,6.7273,26.63,80,78,2.8,ST,1704605186
345,geraldton,-28.7667,114.6,32.23,37,0,7.2,AU,1704605186
346,shawano,44.7822,-88.609,0.83,100,100,0.0,US,1704605187
347,kolwezi,-10.7148,25.4667,17.05,98,100,1.54,CD,1704605187
348,la asuncion,11.0333,-63.8628,25.33,86,7,4.98,VE,1704605188
349,tokoroa,-38.2333,175.8667,26.08,58,8,2.68,NZ,1704605189
350,shenjiamen,29.9576,122.298,8.13,61,5,7.3,CN,1704605189
351,paczkow,50.464,17.0066,-2.03,96,100,4.84,PL,1704605189
352,tual,-5.6667,132.75,28.89,75,98,3.37,ID,1704605190
353,blenheim,-41.516,173.9528,20.85,47,21,1.34,NZ,1704605190
354,powell,40.1578,-83.0752,1.54,96,100,0.89,US,1704605190
355,noshiro,40.2039,140.0242,0.46,51,84,8.65,JP,1704605191
356,santiago de cao,-7.9589,-79.2392,21.07,88,100,3.6,PE,1704605192
357,dunedin,-45.8742,170.5036,12.67,91,75,1.79,NZ,1704605043
358,navia,43.5354,-6.7194,6.67,85,70,1.13,ES,1704605193
359,nagqu,31.5,92.0,-8.68,32,10,2.06,CN,1704605193
360,severo-yeniseyskiy,60.3725,93.0408,-23.57,99,76,1.79,RU,1704605193
361,saynshand,44.8824,110.1163,-12.82,74,11,2.19,MN,1704605194
362,east end,34.5507,-92.341,3.2,94,40,2.6,US,1704605194
363,sabang,5.8933,95.3214,27.05,80,47,9.09,ID,1704605023
364,bairnsdale,-37.8333,147.6167,23.7,68,100,1.24,AU,1704605195
365,primero de mayo,-32.2552,-58.4228,23.64,68,50,2.45,AR,1704605196
366,yala,6.3333,101.25,27.2,83,100,3.0,TH,1704605196
367,plainview,40.7765,-73.4673,3.6,89,100,7.2,US,1704605196
368,gaigeturi,33.4644,126.3183,5.03,60,75,5.14,KR,1704605197
369,dwarka,22.2394,68.9678,22.37,43,0,8.23,IN,1704604408
370,kujang-up,39.8672,126.0303,-7.87,52,2,4.61,KP,1704605198
371,sur,22.5667,59.5289,23.24,58,0,2.8,OM,1704605199
372,jiaxing,30.7522,120.75,9.34,44,3,3.38,CN,1704605040
373,bamboo flat,11.7,92.7167,28.78,67,53,5.49,IN,1704605200
374,howrah,22.5892,88.3103,21.0,78,3,3.6,IN,1704605200
375,beloyarskiy,63.7119,66.6722,-32.22,100,48,1.34,RU,1704605201
376,pudozh,61.8099,36.5345,-31.7,100,41,0.45,RU,1704605202
377,egilsstadir,65.2653,-14.3948,-7.05,86,0,3.09,IS,1704605202
378,estevan,49.1334,-102.9842,-7.81,92,100,6.69,CA,1704605202
379,east london,-33.0153,27.9116,20.52,83,0,5.14,ZA,1704604892
380,uchaly,54.2996,59.4521,-8.43,96,100,1.75,RU,1704605203
381,mizdah,31.4451,12.9801,7.28,52,27,8.76,LY,1704605203
382,korpilahti,62.0167,25.55,-29.7,100,40,1.02,FI,1704605204
383,ulladulla,-35.35,150.4667,25.62,60,67,8.99,AU,1704605194
384,hilo,19.7297,-155.09,22.36,95,40,2.06,US,1704605204
385,ishigaki,24.3448,124.1572,20.07,64,75,6.17,JP,1704605204
386,kailua-kona,19.6406,-155.9956,24.98,90,20,1.54,US,1704605205
387,essaouira,31.5125,-9.77,8.72,76,100,2.06,MA,1704605205
388,senanga,-16.1167,23.2667,20.55,93,100,1.88,ZM,1704605206
389,bam,29.106,58.357,12.11,34,0,9.58,IR,1704605206
390,vredendal,-31.6683,18.5012,17.62,81,72,2.34,ZA,1704605206
391,santo antonio do ica,-3.1022,-67.9397,23.25,98,100,0.82,BR,1704605207
392,apalit,14.95,120.7833,31.19,53,97,5.61,PH,1704605208
393,nueva loja,0.0847,-76.8828,22.55,83,66,0.31,EC,1704605208
394,garissa,-0.4536,39.6401,26.98,64,90,2.22,KE,1704605208
395,al ghayzah,16.2079,52.176,22.94,32,11,5.68,YE,1704605208
396,boca suno,-0.7167,-77.1333,22.42,85,86,0.82,EC,1704605209
397,port saint john's,-31.6229,29.5448,23.04,76,98,2.74,ZA,1704605209
398,tolanaro,-25.0319,46.9987,26.04,83,20,8.23,MG,1704605210
399,colares,38.7992,-9.4469,8.52,82,95,3.13,PT,1704605211
400,san pedro,14.35,121.0167,31.57,62,20,4.92,PH,1704605211
401,"laikit, laikit ii (dimembe)",1.4792,124.9735,30.47,70,40,4.63,ID,1704605212
402,odesskoye,54.2111,72.9651,-15.55,96,59,3.85,RU,1704605212
403,crescent city,41.756,-124.2018,5.82,98,100,2.57,US,1704605214
404,voi,-3.3945,38.563,23.42,88,62,1.14,KE,1704605215
405,inarajan village,13.2736,144.7484,30.22,83,61,6.55,GU,1704605216
406,port lincoln,-34.7333,135.8667,21.67,75,53,6.01,AU,1704605216
407,muisne,0.6,-80.0333,25.17,89,100,2.25,EC,1704605216
408,chadan,51.2833,91.5833,-16.78,94,100,1.02,RU,1704605217
409,lusambo,-4.9667,23.45,21.07,98,100,0.6,CD,1704605217
410,luwuk,-0.9516,122.7875,29.27,79,81,0.67,ID,1704605217
411,mishelevka,52.8575,103.1719,-12.24,82,100,0.65,RU,1704605218
412,tofol,5.3248,163.0078,28.88,79,75,3.6,FM,1704605218
413,thief river falls,48.1191,-96.1812,-18.04,85,0,3.09,US,1704605219
414,caleta de carquin,-11.0925,-77.6267,22.01,86,100,3.94,PE,1704605219
415,kayangel,8.0823,134.7173,28.75,76,94,7.02,PW,1704605219
416,guiyang,26.5833,106.7167,9.27,100,100,3.0,CN,1704605031
417,greymouth,-42.4667,171.2,17.59,64,83,2.24,NZ,1704605220
418,freetown,8.484,-13.2299,24.84,94,20,1.54,SL,1704605221
419,sicuani,-14.2694,-71.2261,8.38,90,99,0.3,PE,1704605221
420,fauske,67.2588,15.3918,-1.79,79,100,3.45,NO,1704605223
421,wisbech,52.6662,0.1594,3.91,77,55,4.34,GB,1704605223
422,tippi,7.2,35.45,20.49,62,4,1.19,ET,1704605223
423,ende,-8.8432,121.6623,29.73,74,100,0.93,ID,1704605223
424,port pirie,-33.1833,138.0167,27.13,58,35,5.58,AU,1704605224
425,xiaolingwei,32.0333,118.85,6.99,37,1,3.43,CN,1704605224
426,vorgashor,67.5833,63.95,-22.54,100,100,4.35,RU,1704605224
427,ulanhot,46.0833,122.0833,-14.65,59,0,3.12,CN,1704605224
428,chernyshevskiy,63.0128,112.4714,-18.51,97,100,1.8,RU,1704605225
429,black point,-34.6187,137.8972,24.7,68,15,6.13,AU,1704605226
430,miyazaki,31.9111,131.4239,12.97,33,20,8.23,JP,1704605214
431,kupang,-10.1667,123.5833,33.32,70,40,5.14,ID,1704605030
432,tibati,6.4667,12.6333,17.34,25,31,0.44,CM,1704605227
433,walvis bay,-22.9575,14.5053,17.98,83,26,4.09,NA,1704605227
434,palmas,-10.2128,-48.3603,24.93,88,40,2.06,BR,1704605228
435,san agustin de valle fertil,-30.6335,-67.4682,25.3,63,48,1.53,AR,1704605228
436,ivdel',60.6911,60.4206,-23.87,98,100,0.89,RU,1704605229
437,asadabad,34.7824,48.1185,-4.03,45,0,1.09,IR,1704605229
438,chaiyaphum,15.75,102.0,29.33,41,40,4.42,TH,1704605230
439,richards bay,-28.783,32.0377,23.81,78,1,2.86,ZA,1704605230
440,bjelovar,45.8986,16.8489,4.59,90,100,6.96,HR,1704605230
441,wuyang,31.9925,116.2472,8.25,42,47,4.01,CN,1704605231
442,amga,60.8953,131.9608,-39.65,100,83,0.12,RU,1704605231
443,souillac,-20.5167,57.5167,28.21,78,75,2.57,MU,1704605232
444,nizhnyaya tavda,57.6731,66.1725,-21.48,98,100,2.93,RU,1704605232
445,akrehamn,59.2667,5.1833,-3.1,63,22,5.14,NO,1704605233
446,grand forks,47.9417,-97.4337,-15.72,83,40,3.6,US,1704605234
447,lloydminster,53.2835,-110.0016,-9.88,85,100,3.09,CA,1704605234
448,de aar,-30.6497,24.0123,24.01,16,0,0.54,ZA,1704605234
449,banda aceh,5.5577,95.3222,28.27,72,88,5.28,ID,1704605235
450,bloomsburg,41.0037,-76.4549,2.27,95,100,0.84,US,1704605236
451,yangambi,0.8102,24.4336,21.39,78,19,1.18,CD,1704605146
452,hailin,44.5833,129.4167,-15.49,74,96,5.81,CN,1704605236
453,naze,28.3667,129.4833,16.51,53,42,7.52,JP,1704605144
454,ola,59.5833,151.2833,-31.59,86,12,3.26,RU,1704605237
455,barra do bugres,-15.0725,-57.1811,24.53,86,94,1.76,BR,1704605237
456,jatoi shimali,29.5165,70.8503,16.39,26,0,1.19,PK,1704605237
457,sai buri,6.7013,101.6168,29.84,81,100,5.52,TH,1704605238
458,lerwick,60.1545,-1.1494,6.0,81,96,10.47,GB,1704605238
459,cidreira,-30.1811,-50.2056,22.41,91,25,8.29,BR,1704605239
460,nea alikarnassos,35.3333,25.1667,17.82,72,40,7.72,GR,1704605239
461,kalevala,65.2,31.1667,-19.39,96,77,1.79,RU,1704605240
462,smara,26.7384,-11.6719,12.31,83,99,2.08,EH,1704605240
463,ambovombe,-25.1667,46.0833,25.81,77,16,1.99,MG,1704605240
464,tawau,4.2498,117.8871,26.07,71,72,1.0,MY,1704605241
465,ghat,24.9647,10.1728,11.9,33,59,1.61,LY,1704605241
466,solotvyno,47.946,23.8703,4.33,90,100,1.4,UA,1704605242
467,plastun,44.7561,136.2939,-9.12,43,83,5.16,RU,1704605242
468,tabou,4.423,-7.3528,26.65,85,17,2.89,CI,1704605243
469,lethem,3.3803,-59.7968,26.01,67,84,5.54,GY,1704605244
470,flin flon,54.7682,-101.865,-22.39,100,80,1.57,CA,1704605245
471,rodolfo sanchez taboada,31.7167,-116.5667,11.72,53,0,0.84,MX,1704605245
472,beaune,47.0833,4.75,0.8,89,100,6.87,FR,1704605247
473,touros,-5.1989,-35.4608,26.25,81,71,4.44,BR,1704605247
474,shizunai-furukawacho,42.3339,142.3669,1.26,74,100,3.98,JP,1704605248
475,hutchinson,38.0608,-97.9298,-0.71,84,0,3.6,US,1704605160
476,dzuunharaa,48.8523,106.4579,-14.26,75,62,0.53,MN,1704605249
477,cockburn town,21.4612,-71.1419,25.53,78,4,7.26,TC,1704605249
478,las tablas,7.7667,-80.2833,24.54,99,83,5.68,PA,1704605250
479,tralee,52.2704,-9.7026,2.39,89,30,2.04,IE,1704605250
480,tshabong,-26.05,22.45,27.24,40,69,3.31,BW,1704605250
481,isla vista,34.4133,-119.861,13.94,74,75,6.69,US,1704605251
482,malpica,43.3228,-8.8105,7.43,81,100,2.66,ES,1704605251
483,ginir,7.1333,40.7,16.89,45,68,1.22,ET,1704605252
484,veinticinco de mayo,-35.4323,-60.1727,18.88,87,38,3.47,AR,1704605252
485,usehat,27.8167,79.25,16.03,53,0,1.08,IN,1704605253
486,samalut,28.3121,30.7101,13.45,68,0,1.77,EG,1704605253
487,chepo,9.1667,-79.1,26.1,94,62,2.65,PA,1704605253
488,yarmouth,41.7057,-70.2286,3.34,90,100,6.17,US,1704605254
489,bethanie,-26.4833,17.15,23.31,26,73,0.77,NA,1704605254
490,ibiza,38.9088,1.433,12.9,53,0,11.32,ES,1704605255
491,mogocha,53.7333,119.7667,-22.37,77,85,0.73,RU,1704605255
492,robore,-18.3333,-59.75,25.13,79,3,1.97,BO,1704605256
493,lubango,-14.9172,13.4925,15.92,94,75,2.06,AO,1704605257
494,chinde,26.8418,88.0763,15.9,37,1,2.52,NP,1704605258
495,vorkuta,67.5,64.0,-22.34,99,100,4.46,RU,1704605165
496,twin falls,42.3505,-114.6445,-2.26,93,100,7.72,US,1704605259
497,mahajanga,-15.7167,46.3167,30.01,74,20,2.57,MG,1704605259
498,zavetnoye,47.1194,43.8903,2.3,80,100,3.92,RU,1704605260
499,midvagur,62.0511,-7.1939,1.46,80,20,0.0,FO,1704605260
500,verkhneyarkeyevo,55.4505,54.3145,-19.64,98,100,2.97,RU,1704605261
501,sao geraldo do araguaia,-6.4006,-48.555,23.34,94,78,1.01,BR,1704605261
502,melekeok village,7.4957,134.6367,31.31,66,75,4.63,PW,1704605261
503,kaser,41.1212,-74.0671,2.02,89,100,0.45,US,1704605211
504,kerikeri,-35.2268,173.9474,21.37,70,14,3.15,NZ,1704605262
505,vila velha,-20.3297,-40.2925,24.41,84,40,2.06,BR,1704605107
506,bardai,11.65,7.2333,15.6,23,11,4.05,NG,1704605262
507,arsk,56.0915,49.8778,-23.25,100,98,2.62,RU,1704605263
508,pingliang,35.5392,106.6861,4.06,46,19,2.39,CN,1704604990
509,chernyakhovsk,54.6335,21.8156,-14.79,92,62,3.81,RU,1704605264
510,daru,-9.0763,143.2092,27.36,85,92,1.39,PG,1704605264
511,punta del este,-34.9667,-54.95,23.06,84,100,5.66,UY,1704605265
512,laguna,38.421,-121.4238,6.12,95,100,0.0,US,1704605118
513,san angelo,31.4638,-100.437,3.67,79,0,2.57,US,1704605266
514,mata-utu,-13.2816,-176.1745,28.78,77,45,4.46,WF,1704605267
515,la paz,-16.5,-68.15,10.32,73,20,2.06,BO,1704605267
516,xining,36.6167,101.7667,0.05,22,1,0.96,CN,1704605268
517,simanggang,1.2472,111.4528,25.99,94,40,1.54,MY,1704605268
518,uliastay,47.7417,96.8444,-6.59,71,100,0.75,MN,1704605269
519,international falls,48.6011,-93.411,-7.9,84,100,4.12,US,1704605269
520,pekanbaru,0.5333,101.45,26.18,94,75,3.6,ID,1704605269
521,tazovsky,67.4667,78.7,-21.49,99,24,4.67,RU,1704605270
522,tabuk,17.4189,121.4443,24.54,71,87,1.94,PH,1704605270
523,berezovyy,51.6667,135.7,-17.15,79,62,1.08,RU,1704605271
524,papao,-17.75,-149.55,27.82,80,100,4.67,PF,1704605271
525,chimbote,-9.0853,-78.5783,21.75,87,61,3.02,PE,1704605273
526,semirom,31.4167,51.5667,0.02,40,0,1.52,IR,1704605273
527,puerto lempira,15.2667,-83.7667,23.5,91,6,2.71,HN,1704605273
528,lonato,45.4648,10.4739,7.88,97,100,2.57,IT,1704605274
529,winsen,53.3667,10.2167,-0.01,91,53,3.14,DE,1704605275
530,zarah sharan,33.1467,68.7917,3.94,49,63,0.22,AF,1704605275
531,hedemora,60.2797,15.9886,-14.8,100,12,1.41,SE,1704605275
532,al jawf,29.5,38.75,10.75,60,0,4.06,SA,1704605276
533,sao jose da coroa grande,-8.8978,-35.1478,25.55,79,11,3.49,BR,1704605276
534,kendari,-3.945,122.4989,28.41,74,100,2.07,ID,1704605277
535,taoudenni,22.6783,-3.9836,18.59,25,0,2.56,ML,1704605277
536,weno,7.4515,151.8468,28.44,68,77,9.7,FM,1704605277
537,nadi,-17.8,177.4167,30.0,74,20,6.17,FJ,1704605277
538,entebbe,0.0644,32.4469,21.18,73,20,2.57,UG,1704605278
539,tindouf,27.6711,-8.1474,8.25,71,0,3.09,DZ,1704605278
540,santaquin,39.9755,-111.7852,0.11,66,100,1.79,US,1704605279
541,tazacorte,28.629,-17.9293,16.54,72,0,3.6,ES,1704605279
542,benjamin constant,-4.3831,-70.0311,25.07,99,50,1.14,BR,1704605280
543,quang ngai,15.1167,108.8,24.24,81,98,2.66,VN,1704605042
544,kodinsk,58.6881,99.1844,-10.31,88,100,5.2,RU,1704605280
545,boa vista,2.8197,-60.6733,26.99,65,0,3.09,BR,1704605281
546,yanchep,-31.55,115.6833,37.79,35,50,4.79,AU,1704605281
547,new norfolk,-42.7826,147.0587,24.72,89,100,0.58,AU,1704605281
548,araguaina,-7.1911,-48.2072,23.64,87,89,1.2,BR,1704605282
549,yemetsk,63.4721,41.7941,-22.37,100,100,1.26,RU,1704605283
550,nova xavantina,-14.6667,-52.35,22.44,96,42,0.88,BR,1704605283
551,pokhara,28.2333,83.9833,18.54,35,0,2.47,NP,1704605038
552,boali,4.8005,18.1275,20.4,25,6,1.88,CF,1704605283
553,carlisle,40.2015,-77.1889,2.02,91,100,1.31,US,1704605284
554,keban,38.7978,38.7336,4.38,64,8,1.46,TR,1704605285
555,mossel bay,-34.1831,22.146,20.96,89,100,4.97,ZA,1704605286
556,flying fish cove,-10.4217,105.6791,26.82,94,100,4.12,CX,1704605286
557,mar del plata,-38.0023,-57.5575,20.05,94,0,0.45,AR,1704605286
558,baracoa,20.3467,-74.4958,23.53,88,16,2.13,CU,1704605286
559,ras al khaimah city,25.7895,55.9432,21.12,64,0,5.14,AE,1704605287
560,holzwickede,51.5,7.6333,0.82,94,100,3.6,DE,1704605287
561,erraguntla,14.6333,78.5333,25.82,58,42,5.7,IN,1704605288
562,shubarshi,48.5872,57.1869,1.95,96,100,6.11,KZ,1704605289
563,siwa oasis,29.2041,25.5195,12.5,31,0,3.2,EG,1704605289
564,san antonio,29.4241,-98.4936,11.25,71,0,0.0,US,1704605290
565,tyul'gan,52.3405,56.166,-9.94,97,99,3.77,RU,1704605291
566,luganville,-15.5333,167.1667,28.97,76,88,2.16,VU,1704605291
